  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
 887    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 888    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 889    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 890    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 891    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 892    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 893    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 894    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 895    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 896    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 897    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 898    4    0   60.00  50.00     3      5    6      2      4     4   100.00
 899    4    0  100.00 100.00     5      5    5      0      4     3    75.00
 900    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 901    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 902    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 903    4    0   66.67  80.00     4      6    5      0      4     3    75.00
 904    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 905    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 906    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 907    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 908    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 909    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 910    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 911    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 912    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 913    4    0  100.00 100.00     5      5    5      0      4     3    75.00
 914    4    0   83.33  83.33     5      6    6      1      4     4   100.00
 915    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 916    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 917    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 918    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 919    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 920    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 921    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 922    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 923    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 924    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 925    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 926    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 927    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 928    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 929    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 930    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 931    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 932    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 933    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 934    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 935    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 936    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 937    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 938    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 939    3    0   60.00  60.00     3      5    5      1      3     2    66.67
 940    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 941    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 942    4    0   80.00  80.00     4      5    5      0      4     2    50.00
 943    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 944    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 945    2    0   50.00  33.33     1      2    3      0      2     1    50.00
 946    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 947    3    0   60.00  60.00     3      5    5      1      3     2    66.67
 948    3    0   40.00  50.00     2      5    4      0      3     1    33.33
 949    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 950    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 951    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 952    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 953    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 954    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 955    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 956    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 957    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 958    3    0   75.00  75.00     3      4    4      0      3     2    66.67
 959    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 960    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 961    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 962    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 963    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 964    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 965    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 966    2    0   66.67  66.67     2      3    3      0      2     1    50.00
 967    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 968    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 969    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 970    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 971    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 972    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 973    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 974    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 975    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 976    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 977    3    0   60.00  60.00     3      5    5      1      3     2    66.67
 978    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 979    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 980    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 981    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 982    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 983    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 984    3    0  100.00 100.00     5      5    5      0      3     3   100.00
 985    3    0  100.00 100.00     4      4    4      0      3     2    66.67
 986    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 987    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 988    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 989    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 990    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 991    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 992    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 993    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 994    3    0   50.00  50.00     2      4    4      0      3     1    33.33
 995    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 996    5    0   83.33  83.33     5      6    6      0      5     3    60.00
 997    2    0  100.00 100.00     3      3    3      0      2     2   100.00
 998    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 999    2    0  100.00 100.00     3      3    3      0      2     2   100.00
1000    2    0  100.00 100.00     3      3    3      0      2     2   100.00
============================================================================
                 93.86  94.35   3639  3877  3857     66   2778  2604    93.74
=== Summary ===

-- All --
Number of sentence        =   1000
Number of Error sentence  =      0
Number of Skip  sentence  =      0
Number of Valid sentence  =   1000
Bracketing Recall         =  93.86
Bracketing Precision      =  94.35
Bracketing FMeasure       =  94.10
Complete match            =  83.60
Average crossing          =   0.07
No crossing               =  94.10
2 or less crossing        = 100.00
Tagging accuracy          =  93.74

-- len<=150 --
Number of sentence        =   1000
Number of Error sentence  =      0
Number of Skip  sentence  =      0
Number of Valid sentence  =   1000
Bracketing Recall         =  93.86
Bracketing Precision      =  94.35
Bracketing FMeasure       =  94.10
Complete match            =  83.60
Average crossing          =   0.07
No crossing               =  94.10
2 or less crossing        = 100.00
Tagging accuracy          =  93.74
